machine_id,machine_name,machine_type,timestamp,temperature,vibration,pressure,rpm,anomaly_label
1,Motor A,Motor,2026-02-26 04:57:19,72.45,2.53,95.84,1554.0,0
1,Motor A,Motor,2026-02-26 05:02:19,79.82,1.35,96.58,1572.42,0
1,Motor A,Motor,2026-02-26 05:07:19,92.68,4.41,115.33,1710.66,1
1,Motor A,Motor,2026-02-26 05:12:19,62.85,2.09,103.21,1419.46,0
1,Motor A,Motor,2026-02-26 05:17:19,62.68,2.41,98.96,1553.71,0
1,Motor A,Motor,2026-02-26 05:22:19,69.58,1.55,97.18,1582.74,0
1,Motor A,Motor,2026-02-26 05:27:19,71.35,1.25,97.83,1490.52,0
1,Motor A,Motor,2026-02-26 05:32:19,78.15,2.01,104.92,1587.83,0
1,Motor A,Motor,2026-02-26 05:37:19,75.82,1.23,102.82,1589.31,0
1,Motor A,Motor,2026-02-26 05:42:19,62.95,1.37,104.67,1493.28,0
1,Motor A,Motor,2026-02-26 05:47:19,62.08,2.22,96.38,1443.91,0
1,Motor A,Motor,2026-02-26 05:52:19,108.26,5.98,117.27,1782.11,1
1,Motor A,Motor,2026-02-26 05:57:19,64.08,2.25,99.73,1402.69,0
1,Motor A,Motor,2026-02-26 06:02:19,78.27,2.3,104.87,1414.58,0
1,Motor A,Motor,2026-02-26 06:07:19,71.45,2.27,102.14,1461.3,0
1,Motor A,Motor,2026-02-26 06:12:19,60.5,1.49,102.65,1560.7,0
1,Motor A,Motor,2026-02-26 06:17:19,65.59,1.03,97.61,1419.92,0
1,Motor A,Motor,2026-02-26 06:22:19,64.87,1.89,95.69,1539.75,0
1,Motor A,Motor,2026-02-26 06:27:19,78.3,2.17,99.68,1444.6,0
1,Motor A,Motor,2026-02-26 06:32:19,70.03,2.15,98.08,1429.09,0
1,Motor A,Motor,2026-02-26 06:37:19,67.71,1.38,100.69,1485.47,0
1,Motor A,Motor,2026-02-26 06:42:19,65.58,1.55,100.17,1592.59,0
1,Motor A,Motor,2026-02-26 06:47:19,63.64,1.09,96.95,1435.82,0
1,Motor A,Motor,2026-02-26 06:52:19,78.61,2.3,100.84,1555.39,0
1,Motor A,Motor,2026-02-26 06:57:19,71.43,2.02,102.05,1420.21,0
1,Motor A,Motor,2026-02-26 07:02:19,66.46,1.19,95.17,1419.79,0
1,Motor A,Motor,2026-02-26 07:07:19,104.07,5.72,124.1,1804.11,1
1,Motor A,Motor,2026-02-26 07:12:19,77.16,1.23,99.34,1413.29,0
1,Motor A,Motor,2026-02-26 07:17:19,79.25,1.52,99.33,1533.77,0
1,Motor A,Motor,2026-02-26 07:22:19,69.44,2.01,104.85,1545.55,0
1,Motor A,Motor,2026-02-26 07:27:19,72.37,1.83,103.16,1428.38,0
1,Motor A,Motor,2026-02-26 07:32:19,73.19,0.89,103.97,1560.25,0
1,Motor A,Motor,2026-02-26 07:37:19,78.5,2.17,95.81,1466.35,0
1,Motor A,Motor,2026-02-26 07:42:19,68.69,2.46,101.3,1506.51,0
1,Motor A,Motor,2026-02-26 07:47:19,95.53,4.84,118.58,1748.66,1
1,Motor A,Motor,2026-02-26 07:52:19,78.38,1.53,97.7,1474.67,0
1,Motor A,Motor,2026-02-26 07:57:19,75.43,1.51,96.16,1582.92,0
1,Motor A,Motor,2026-02-26 08:02:19,69.48,1.48,100.4,1452.78,0
1,Motor A,Motor,2026-02-26 08:07:19,75.74,1.27,99.09,1535.68,0
1,Motor A,Motor,2026-02-26 08:12:19,60.4,2.11,99.72,1577.37,0
1,Motor A,Motor,2026-02-26 08:17:19,90.21,5.18,129.7,1791.61,1
1,Motor A,Motor,2026-02-26 08:22:19,77.32,2.37,104.53,1581.84,0
1,Motor A,Motor,2026-02-26 08:27:19,68.12,1.86,103.78,1424.91,0
1,Motor A,Motor,2026-02-26 08:32:19,91.17,3.91,127.59,1819.49,1
1,Motor A,Motor,2026-02-26 08:37:19,63.07,1.67,102.16,1585.72,0
1,Motor A,Motor,2026-02-26 08:42:19,65.85,2.48,103.05,1406.84,0
1,Motor A,Motor,2026-02-26 08:47:19,69.0,1.67,104.46,1550.6,0
1,Motor A,Motor,2026-02-26 08:52:19,79.0,1.06,96.54,1564.97,0
1,Motor A,Motor,2026-02-26 08:57:19,62.25,1.24,99.55,1449.78,0
1,Motor A,Motor,2026-02-26 09:02:19,74.51,1.32,99.09,1545.97,0
1,Motor A,Motor,2026-02-26 09:07:19,59.13,1.33,104.16,1560.85,0
1,Motor A,Motor,2026-02-26 09:12:19,62.44,1.16,99.85,1488.1,0
1,Motor A,Motor,2026-02-26 09:17:19,64.26,2.51,101.2,1442.53,0
1,Motor A,Motor,2026-02-26 09:22:19,74.43,1.42,99.48,1560.18,0
1,Motor A,Motor,2026-02-26 09:27:19,64.91,1.93,98.92,1551.75,0
1,Motor A,Motor,2026-02-26 09:32:19,68.1,1.69,100.21,1424.64,0
1,Motor A,Motor,2026-02-26 09:37:19,70.68,1.84,101.92,1463.16,0
1,Motor A,Motor,2026-02-26 09:42:19,79.38,2.4,99.91,1471.03,0
1,Motor A,Motor,2026-02-26 09:47:19,73.45,2.11,101.33,1448.75,0
1,Motor A,Motor,2026-02-26 09:52:19,66.42,1.22,95.0,1486.56,0
1,Motor A,Motor,2026-02-26 09:57:19,69.43,2.21,97.14,1598.81,0
1,Motor A,Motor,2026-02-26 10:02:19,80.05,1.03,102.98,1467.92,0
1,Motor A,Motor,2026-02-26 10:07:19,75.77,1.58,96.57,1478.68,0
1,Motor A,Motor,2026-02-26 10:12:19,101.77,3.92,124.92,1759.91,1
1,Motor A,Motor,2026-02-26 10:17:19,61.25,1.99,101.85,1411.11,0
1,Motor A,Motor,2026-02-26 10:22:19,96.2,4.79,121.64,1816.29,1
1,Motor A,Motor,2026-02-26 10:27:19,76.81,1.07,102.76,1570.52,0
1,Motor A,Motor,2026-02-26 10:32:19,79.41,1.0,98.31,1514.24,0
1,Motor A,Motor,2026-02-26 10:37:19,96.67,4.6,124.53,1727.77,1
1,Motor A,Motor,2026-02-26 10:42:19,62.1,2.3,102.14,1533.31,0
1,Motor A,Motor,2026-02-26 10:47:19,72.59,1.53,97.41,1569.03,0
1,Motor A,Motor,2026-02-26 10:52:19,94.28,5.14,115.13,1834.29,1
1,Motor A,Motor,2026-02-26 10:57:19,71.58,1.74,97.87,1589.35,0
1,Motor A,Motor,2026-02-26 11:02:19,69.74,1.1,99.48,1450.5,0
1,Motor A,Motor,2026-02-26 11:07:19,76.52,1.39,104.69,1529.81,0
1,Motor A,Motor,2026-02-26 11:12:19,73.94,2.09,104.39,1574.95,0
1,Motor A,Motor,2026-02-26 11:17:19,61.58,2.06,102.3,1452.12,0
1,Motor A,Motor,2026-02-26 11:22:19,63.48,1.67,103.06,1591.99,0
1,Motor A,Motor,2026-02-26 11:27:19,76.57,1.31,103.69,1584.17,0
1,Motor A,Motor,2026-02-26 11:32:19,100.41,6.44,116.45,1710.44,1
1,Motor A,Motor,2026-02-26 11:37:19,100.31,6.19,126.26,1708.77,1
1,Motor A,Motor,2026-02-26 11:42:19,66.52,2.1,97.11,1528.72,0
1,Motor A,Motor,2026-02-26 11:47:19,68.76,2.49,98.87,1451.37,0
1,Motor A,Motor,2026-02-26 11:52:19,106.78,5.73,125.74,1751.47,1
1,Motor A,Motor,2026-02-26 11:57:19,70.23,1.15,95.95,1456.49,0
1,Motor A,Motor,2026-02-26 12:02:19,75.52,1.87,104.16,1526.99,0
1,Motor A,Motor,2026-02-26 12:07:19,73.53,1.07,102.42,1468.57,0
1,Motor A,Motor,2026-02-26 12:12:19,71.52,2.56,99.59,1437.15,0
1,Motor A,Motor,2026-02-26 12:17:19,64.86,2.26,100.75,1486.77,0
1,Motor A,Motor,2026-02-26 12:22:19,76.8,1.68,99.95,1468.1,0
1,Motor A,Motor,2026-02-26 12:27:19,66.21,2.17,98.36,1527.55,0
1,Motor A,Motor,2026-02-26 12:32:19,70.99,2.33,96.32,1537.41,0
1,Motor A,Motor,2026-02-26 12:37:19,64.8,1.71,98.49,1450.05,0
1,Motor A,Motor,2026-02-26 12:42:19,63.45,2.47,99.82,1475.35,0
1,Motor A,Motor,2026-02-26 12:47:19,71.39,2.46,98.96,1510.72,0
1,Motor A,Motor,2026-02-26 12:52:19,72.48,1.9,96.92,1515.73,0
1,Motor A,Motor,2026-02-26 12:57:19,60.19,2.02,98.25,1439.1,0
1,Motor A,Motor,2026-02-26 13:02:19,74.0,1.13,103.48,1446.52,0
1,Motor A,Motor,2026-02-26 13:07:19,79.53,1.78,96.16,1598.88,0
1,Motor A,Motor,2026-02-26 13:12:19,74.66,2.02,101.1,1497.88,0
1,Motor A,Motor,2026-02-26 13:17:19,67.62,2.15,96.45,1406.58,0
1,Motor A,Motor,2026-02-26 13:22:19,100.73,4.93,126.16,1871.76,1
1,Motor A,Motor,2026-02-26 13:27:19,78.27,1.53,105.04,1404.53,0
1,Motor A,Motor,2026-02-26 13:32:19,79.18,1.28,102.73,1546.2,0
1,Motor A,Motor,2026-02-26 13:37:19,71.23,2.33,103.95,1592.55,0
1,Motor A,Motor,2026-02-26 13:42:19,78.42,1.89,103.23,1468.41,0
1,Motor A,Motor,2026-02-26 13:47:19,70.89,1.91,105.24,1582.34,0
1,Motor A,Motor,2026-02-26 13:52:19,74.67,2.04,100.23,1568.8,0
1,Motor A,Motor,2026-02-26 13:57:19,95.26,5.11,118.7,1817.8,1
1,Motor A,Motor,2026-02-26 14:02:19,66.78,1.13,102.56,1467.3,0
1,Motor A,Motor,2026-02-26 14:07:19,69.22,1.45,97.92,1418.85,0
1,Motor A,Motor,2026-02-26 14:12:19,104.84,3.78,116.1,1756.35,1
1,Motor A,Motor,2026-02-26 14:17:19,65.88,1.12,96.74,1558.16,0
1,Motor A,Motor,2026-02-26 14:22:19,108.84,6.23,128.41,1734.1,1
1,Motor A,Motor,2026-02-26 14:27:19,74.94,1.18,100.8,1551.67,0
1,Motor A,Motor,2026-02-26 14:32:19,60.83,2.38,100.25,1589.56,0
1,Motor A,Motor,2026-02-26 14:37:19,73.17,1.02,104.74,1407.97,0
1,Motor A,Motor,2026-02-26 14:42:19,70.33,1.36,96.82,1490.99,0
1,Motor A,Motor,2026-02-26 14:47:19,64.86,1.2,95.68,1473.7,0
1,Motor A,Motor,2026-02-26 14:52:19,65.25,2.51,104.19,1524.02,0
1,Motor A,Motor,2026-02-26 14:57:19,69.29,1.71,100.1,1447.95,0
1,Motor A,Motor,2026-02-26 15:02:19,72.73,1.81,97.33,1485.49,0
1,Motor A,Motor,2026-02-26 15:07:19,77.58,1.75,95.31,1578.04,0
1,Motor A,Motor,2026-02-26 15:12:19,106.67,5.49,121.73,1793.96,1
1,Motor A,Motor,2026-02-26 15:17:19,66.61,1.81,95.09,1570.09,0
1,Motor A,Motor,2026-02-26 15:22:19,63.78,2.23,103.96,1411.24,0
1,Motor A,Motor,2026-02-26 15:27:19,71.03,2.11,103.86,1412.43,0
1,Motor A,Motor,2026-02-26 15:32:19,67.81,1.87,103.69,1512.35,0
1,Motor A,Motor,2026-02-26 15:37:19,69.9,1.45,96.32,1474.1,0
1,Motor A,Motor,2026-02-26 15:42:19,65.26,1.64,104.5,1454.94,0
1,Motor A,Motor,2026-02-26 15:47:19,72.19,1.0,98.18,1591.08,0
1,Motor A,Motor,2026-02-26 15:52:19,72.38,2.16,103.44,1539.39,0
1,Motor A,Motor,2026-02-26 15:57:19,79.91,2.28,101.85,1449.69,0
1,Motor A,Motor,2026-02-26 16:02:19,69.85,1.04,100.01,1544.43,0
1,Motor A,Motor,2026-02-26 16:07:19,67.13,1.64,102.11,1454.54,0
1,Motor A,Motor,2026-02-26 16:12:19,72.48,2.06,95.89,1408.56,0
1,Motor A,Motor,2026-02-26 16:17:19,67.86,1.27,104.46,1517.63,0
1,Motor A,Motor,2026-02-26 16:22:19,72.99,1.87,105.09,1562.83,0
1,Motor A,Motor,2026-02-26 16:27:19,75.1,1.84,96.14,1477.41,0
1,Motor A,Motor,2026-02-26 16:32:19,106.07,3.72,115.28,1766.15,1
1,Motor A,Motor,2026-02-26 16:37:19,66.21,1.9,99.32,1418.35,0
1,Motor A,Motor,2026-02-26 16:42:19,109.49,4.72,120.41,1890.92,1
1,Motor A,Motor,2026-02-26 16:47:19,65.7,2.17,96.38,1522.43,0
1,Motor A,Motor,2026-02-26 16:52:19,70.0,1.49,99.36,1459.96,0
1,Motor A,Motor,2026-02-26 16:57:19,73.0,1.17,99.1,1445.03,0
1,Motor A,Motor,2026-02-26 17:02:19,62.4,1.36,97.67,1487.06,0
1,Motor A,Motor,2026-02-26 17:07:19,61.95,2.42,96.32,1451.28,0
1,Motor A,Motor,2026-02-26 17:12:19,63.56,2.1,96.53,1529.55,0
1,Motor A,Motor,2026-02-26 17:17:19,73.12,1.7,102.74,1510.58,0
1,Motor A,Motor,2026-02-26 17:22:19,61.14,1.38,96.42,1412.54,0
1,Motor A,Motor,2026-02-26 17:27:19,65.6,1.57,104.01,1468.01,0
1,Motor A,Motor,2026-02-26 17:32:19,97.33,6.32,128.11,1791.08,1
1,Motor A,Motor,2026-02-26 17:37:19,99.92,6.49,115.47,1837.51,1
1,Motor A,Motor,2026-02-26 17:42:19,68.33,1.91,99.9,1473.87,0
1,Motor A,Motor,2026-02-26 17:47:19,66.3,2.38,97.63,1589.02,0
1,Motor A,Motor,2026-02-26 17:52:19,78.87,1.25,95.61,1550.63,0
1,Motor A,Motor,2026-02-26 17:57:19,64.16,1.0,97.46,1470.75,0
1,Motor A,Motor,2026-02-26 18:02:19,72.8,1.89,99.75,1570.97,0
1,Motor A,Motor,2026-02-26 18:07:19,61.15,1.75,103.8,1396.76,0
1,Motor A,Motor,2026-02-26 18:12:19,60.41,2.28,104.09,1559.73,0
1,Motor A,Motor,2026-02-26 18:17:19,69.3,2.36,98.17,1530.79,0
1,Motor A,Motor,2026-02-26 18:22:19,70.38,1.53,101.67,1578.4,0
1,Motor A,Motor,2026-02-26 18:27:19,61.77,1.79,97.55,1566.71,0
1,Motor A,Motor,2026-02-26 18:32:19,76.65,1.44,96.5,1525.08,0
1,Motor A,Motor,2026-02-26 18:37:19,75.15,2.02,97.68,1520.06,0
1,Motor A,Motor,2026-02-26 18:42:19,74.22,2.29,96.29,1453.32,0
1,Motor A,Motor,2026-02-26 18:47:19,76.7,1.87,99.11,1441.24,0
1,Motor A,Motor,2026-02-26 18:52:19,67.64,2.03,99.6,1540.84,0
1,Motor A,Motor,2026-02-26 18:57:19,73.66,1.78,95.35,1415.13,0
1,Motor A,Motor,2026-02-26 19:02:19,99.14,6.29,115.05,1860.62,1
1,Motor A,Motor,2026-02-26 19:07:19,67.27,1.2,96.35,1494.47,0
1,Motor A,Motor,2026-02-26 19:12:19,76.29,1.37,97.29,1484.88,0
1,Motor A,Motor,2026-02-26 19:17:19,74.58,1.36,102.88,1545.83,0
1,Motor A,Motor,2026-02-26 19:22:19,66.01,1.52,102.79,1515.6,0
1,Motor A,Motor,2026-02-26 19:27:19,68.64,1.42,102.34,1540.27,0
1,Motor A,Motor,2026-02-26 19:32:19,105.44,6.33,118.26,1879.09,1
1,Motor A,Motor,2026-02-26 19:37:19,65.44,1.6,102.98,1541.68,0
1,Motor A,Motor,2026-02-26 19:42:19,66.62,1.88,99.6,1517.7,0
1,Motor A,Motor,2026-02-26 19:47:19,72.44,2.08,97.96,1436.98,0
1,Motor A,Motor,2026-02-26 19:52:19,67.95,2.15,96.44,1495.02,0
1,Motor A,Motor,2026-02-26 19:57:19,109.03,3.79,126.58,1841.99,1
1,Motor A,Motor,2026-02-26 20:02:19,75.39,1.93,101.99,1481.27,0
1,Motor A,Motor,2026-02-26 20:07:19,68.83,1.34,103.47,1470.99,0
1,Motor A,Motor,2026-02-26 20:12:19,79.62,1.96,104.05,1425.6,0
1,Motor A,Motor,2026-02-26 20:17:19,61.61,1.56,99.1,1546.52,0
1,Motor A,Motor,2026-02-26 20:22:19,76.36,2.02,103.04,1503.75,0
1,Motor A,Motor,2026-02-26 20:27:19,62.34,1.5,96.03,1451.04,0
1,Motor A,Motor,2026-02-26 20:32:19,79.41,2.53,102.55,1470.79,0
1,Motor A,Motor,2026-02-26 20:37:19,78.39,1.53,100.68,1481.37,0
1,Motor A,Motor,2026-02-26 20:42:19,68.93,2.0,97.78,1563.77,0
1,Motor A,Motor,2026-02-26 20:47:19,74.62,2.42,104.33,1444.0,0
1,Motor A,Motor,2026-02-26 20:52:19,72.86,1.63,95.41,1518.02,0
1,Motor A,Motor,2026-02-26 20:57:19,75.54,1.03,100.08,1594.78,0
1,Motor A,Motor,2026-02-26 21:02:19,71.87,1.84,96.79,1594.98,0
1,Motor A,Motor,2026-02-26 21:07:19,61.77,1.39,102.04,1560.59,0
1,Motor A,Motor,2026-02-26 21:12:19,79.71,2.26,95.1,1444.06,0
1,Motor A,Motor,2026-02-26 21:17:19,70.89,1.35,94.68,1559.85,0
1,Motor A,Motor,2026-02-26 21:22:19,71.55,1.3,102.18,1466.05,0
1,Motor A,Motor,2026-02-26 21:27:19,72.79,1.45,99.13,1433.08,0
1,Motor A,Motor,2026-02-26 21:32:19,64.13,1.87,100.53,1606.79,0
1,Motor A,Motor,2026-02-26 21:37:19,79.43,1.52,101.74,1538.89,0
1,Motor A,Motor,2026-02-26 21:42:19,68.78,1.88,101.25,1516.57,0
1,Motor A,Motor,2026-02-26 21:47:19,108.6,5.35,115.8,1827.47,1
1,Motor A,Motor,2026-02-26 21:52:19,63.71,2.47,97.81,1419.63,0
1,Motor A,Motor,2026-02-26 21:57:19,80.43,2.26,103.62,1459.78,0
1,Motor A,Motor,2026-02-26 22:02:19,78.63,1.74,95.77,1426.54,0
1,Motor A,Motor,2026-02-26 22:07:19,64.02,1.78,97.13,1475.25,0
1,Motor A,Motor,2026-02-26 22:12:19,76.61,1.68,95.99,1559.19,0
1,Motor A,Motor,2026-02-26 22:17:19,79.55,2.13,96.83,1443.0,0
1,Motor A,Motor,2026-02-26 22:22:19,69.27,1.92,100.11,1462.69,0
1,Motor A,Motor,2026-02-26 22:27:19,103.14,6.29,117.66,1742.26,1
1,Motor A,Motor,2026-02-26 22:32:19,74.16,1.94,104.5,1597.44,0
1,Motor A,Motor,2026-02-26 22:37:19,68.13,2.44,103.56,1489.6,0
1,Motor A,Motor,2026-02-26 22:42:19,69.73,2.07,98.48,1492.08,0
1,Motor A,Motor,2026-02-26 22:47:19,76.24,1.33,102.24,1503.43,0
1,Motor A,Motor,2026-02-26 22:52:19,95.3,4.88,117.63,1820.25,1
1,Motor A,Motor,2026-02-26 22:57:19,63.09,2.23,98.93,1446.49,0
1,Motor A,Motor,2026-02-26 23:02:19,95.57,4.67,122.98,1835.39,1
1,Motor A,Motor,2026-02-26 23:07:19,90.79,4.09,116.08,1709.0,1
1,Motor A,Motor,2026-02-26 23:12:19,65.66,2.35,97.19,1410.34,0
1,Motor A,Motor,2026-02-26 23:17:19,64.11,1.54,101.33,1431.95,0
1,Motor A,Motor,2026-02-26 23:22:19,79.12,1.39,103.84,1526.24,0
1,Motor A,Motor,2026-02-26 23:27:19,69.71,1.13,99.71,1584.35,0
1,Motor A,Motor,2026-02-26 23:32:19,78.34,1.96,102.57,1580.45,0
1,Motor A,Motor,2026-02-26 23:37:19,70.47,2.38,98.76,1427.77,0
1,Motor A,Motor,2026-02-26 23:42:19,77.29,2.12,95.56,1519.74,0
1,Motor A,Motor,2026-02-26 23:47:19,70.15,1.74,103.48,1449.91,0
1,Motor A,Motor,2026-02-26 23:52:19,62.96,1.25,104.92,1539.84,0
1,Motor A,Motor,2026-02-26 23:57:19,67.91,1.4,98.27,1572.94,0
1,Motor A,Motor,2026-02-27 00:02:19,73.75,1.3,95.4,1529.3,0
1,Motor A,Motor,2026-02-27 00:07:19,67.22,1.28,99.35,1463.72,0
1,Motor A,Motor,2026-02-27 00:12:19,95.92,3.63,116.91,1738.04,1
1,Motor A,Motor,2026-02-27 00:17:19,103.2,3.96,116.64,1878.47,1
1,Motor A,Motor,2026-02-27 00:22:19,62.38,1.76,98.8,1422.45,0
1,Motor A,Motor,2026-02-27 00:27:19,62.38,1.28,96.77,1590.18,0
1,Motor A,Motor,2026-02-27 00:32:19,72.41,2.41,100.72,1436.75,0
1,Motor A,Motor,2026-02-27 00:37:19,79.58,1.92,95.31,1433.22,0
1,Motor A,Motor,2026-02-27 00:42:19,73.21,1.15,103.88,1512.47,0
1,Motor A,Motor,2026-02-27 00:47:19,92.09,4.22,128.0,1726.38,1
1,Motor A,Motor,2026-02-27 00:52:19,68.76,1.24,99.08,1461.53,0
1,Motor A,Motor,2026-02-27 00:57:19,95.03,4.11,116.67,1791.32,1
1,Motor A,Motor,2026-02-27 01:02:19,69.91,2.38,101.2,1503.98,0
1,Motor A,Motor,2026-02-27 01:07:19,69.06,1.9,95.54,1504.54,0
1,Motor A,Motor,2026-02-27 01:12:19,74.14,1.78,103.29,1489.81,0
1,Motor A,Motor,2026-02-27 01:17:19,64.17,1.29,102.33,1574.48,0
1,Motor A,Motor,2026-02-27 01:22:19,100.28,4.49,128.94,1880.42,1
1,Motor A,Motor,2026-02-27 01:27:19,66.21,1.94,104.51,1505.33,0
1,Motor A,Motor,2026-02-27 01:32:19,69.07,1.62,98.73,1574.93,0
1,Motor A,Motor,2026-02-27 01:37:19,66.35,1.36,97.33,1526.5,0
1,Motor A,Motor,2026-02-27 01:42:19,108.73,5.07,115.49,1771.68,1
1,Motor A,Motor,2026-02-27 01:47:19,76.08,1.82,96.98,1454.9,0
1,Motor A,Motor,2026-02-27 01:52:19,74.91,2.49,95.11,1545.62,0
1,Motor A,Motor,2026-02-27 01:57:19,61.0,1.33,96.01,1526.55,0
1,Motor A,Motor,2026-02-27 02:02:19,65.76,1.27,102.09,1544.39,0
1,Motor A,Motor,2026-02-27 02:07:19,68.3,2.09,104.41,1414.75,0
1,Motor A,Motor,2026-02-27 02:12:19,74.81,2.28,99.22,1529.69,0
1,Motor A,Motor,2026-02-27 02:17:19,69.08,1.94,104.05,1550.55,0
1,Motor A,Motor,2026-02-27 02:22:19,68.06,2.2,96.24,1594.85,0
1,Motor A,Motor,2026-02-27 02:27:19,71.43,1.88,103.91,1499.68,0
1,Motor A,Motor,2026-02-27 02:32:19,60.75,2.33,97.54,1533.11,0
1,Motor A,Motor,2026-02-27 02:37:19,64.59,1.5,95.41,1514.32,0
1,Motor A,Motor,2026-02-27 02:42:19,102.33,4.91,128.5,1711.4,1
1,Motor A,Motor,2026-02-27 02:47:19,77.49,1.02,98.08,1514.86,0
1,Motor A,Motor,2026-02-27 02:52:19,72.85,2.05,101.07,1504.55,0
1,Motor A,Motor,2026-02-27 02:57:19,60.26,2.18,102.55,1409.53,0
1,Motor A,Motor,2026-02-27 03:02:19,78.95,1.01,97.41,1490.92,0
1,Motor A,Motor,2026-02-27 03:07:19,62.46,2.46,99.75,1557.61,0
1,Motor A,Motor,2026-02-27 03:12:19,64.11,2.09,98.21,1501.24,0
